k,inercia,silhueta_media
2,458.82711455060456,0.3547422117287263
3,416.54758834931226,0.1385875539613117
4,386.8144835373062,0.14743859631230327
5,364.11784429472704,0.13197776673807954
6,346.0962771112845,0.11572016919206979
7,329.9810547297684,0.10995571984049804
8,316.9687507995381,0.11326949780486222
