k,custo,silhueta_media
2,640.7328145098186,0.24177918497035106
3,584.1370961232881,0.20866439177672966
4,546.6760890173915,0.21196101623515706
5,512.8317942535665,0.1998561503975532
6,489.32963612192276,0.19562032433172252
