k,custo,silhueta_media
2,1081.396894175111,0.3664282887048507
3,970.4761457613064,0.2419757110648073
4,895.0886113537116,0.22498508872869716
5,849.2914299856092,0.2218858226999281
6,806.6755024872359,0.20836398323287886
7,770.8060209157371,0.19265633635114665
8,736.0335554090652,0.1822704392005471
