k,custo,silhueta_media
2,988.9025302100174,0.35586474965459436
3,879.5334244390501,0.24317492763566784
4,840.906257901234,0.22908376790174748
5,805.0957096797434,0.18932303517968146
6,780.0985489488394,0.22109683595642882
7,746.2277022533865,0.19112510512108136
8,723.9787403178277,0.18483328948894034
