k,custo,silhueta_media
2,2505.497924658368,0.3617762914320513
3,2264.7345806053336,0.2269595897727106
4,2083.5395353788826,0.23272923033075346
5,1974.1037005679013,0.220913115648594
6,1876.4832350291545,0.21333249811998578
7,1809.6167095951118,0.18917656667183927
8,1732.1278641639028,0.19968853485638985
