k,custo,silhueta_media
2,1089.20842991063,0.43401813826675145
3,1032.7779776443742,0.16128649698106917
4,994.3422883641149,0.12471744477977807
5,965.5603778982229,0.1374092078387986
6,949.8157866453039,0.08573422647858368
7,927.1708001996874,0.07262368329046813
8,904.8273955477448,0.05723948876214853
