k,custo,silhueta_media
2,1446.8168004225247,0.3968291060780837
3,1305.0055342763744,0.2295493627738198
4,1204.8412228867087,0.24085163858039843
5,1138.431882925462,0.2177164425284113
6,1083.2829503024193,0.220172158308508
7,1042.2143090174359,0.21003526291364852
8,998.5302387363804,0.20432779733309414
