k,custo,silhueta_media
2,2588.473653872451,0.1177007226086014
3,2512.5387945377765,0.09089768919427305
4,2459.173222421906,0.08376654046837519
5,2402.861022508805,0.06857090092210262
6,2358.700916189424,0.05929092313352628
