k,custo,silhueta_media
2,252.85570584320442,0.3961446736622669
3,204.941435457703,0.3651730557095674
4,179.8822250768996,0.3461877473316744
5,157.12405007441572,0.3687368026017944
6,141.53666549619084,0.35881118721861793
