k,custo,silhueta_media
2,794.2296693639294,0.10092026254307146
3,771.8297661215283,0.06516171482389728
4,749.2364391964036,0.05539734297442533
5,722.7090472385323,0.07024779016823104
6,719.2752393631176,0.04488486260493272
