k,custo,silhueta_media
2,494.9418951796568,0.4769571592017783
3,395.381817233892,0.38783800341473257
4,333.333066666563,0.3833465583836418
5,294.8597527292151,0.3775554219744375
6,267.6206503221292,0.36620326103013356
7,243.38176146022118,0.353868644611675
8,223.10277570645957,0.36435259203861864
