k,custo,silhueta_media
2,1646.1070531600876,0.3310368272301908
3,1573.9826857973676,0.15180808460592693
4,1521.9076976653084,0.1020990535190859
5,1491.710018691925,0.11564166601205587
6,1461.7150203279346,0.131273961834211
7,1448.5268124842214,0.1015399048061749
8,1424.4283642090309,0.10471507101004998
