k,custo,silhueta_media
2,1393.602470092187,0.24099366622672136
3,1285.3673592513398,0.17693032573404868
4,1195.214052578447,0.18584483873447183
5,1127.1095246271043,0.1808246255180155
6,1071.3097180371808,0.18189477816624822
