k,inercia,silhueta_media
2,385.03969311412027,0.40081503850355665
3,312.27905315287626,0.24581016173517917
4,266.2678737986597,0.2389051477349521
5,234.45940031470153,0.23986977032684742
6,209.9827084439388,0.24824391625743922
7,191.53077760515555,0.2499200095769702
8,176.70937291441754,0.24015975455249824
